Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Mol. weight [kDa],Peptides,Valid values,Valid values 15 min,Valid values unstim,Myd88 15 min 1 neu,MyD88 15 min 2 neu,MyD88 15 min 3 neu,MyD88 15 min 4 neu,MyD88 unstim 2 neu,MyD88 unstim 3 neu,MyD88 unstim 4 neu
+,2.229885491,-1.477683703,Q8BFY7,Q8BFY7,Protein FAM64A,Fam64a,,25.686,5,12,4,4,17.48648643,17.95448494,17.13678551,17.50998497,19.39138603,19.20438576,18.40308571
,0.02856450408,0.01799186071,Q8BFY9,Q8BFY9,Transportin-1,Tnpo1,,102.36,10,11,4,3,14.17498589,14.87858582,14.29468536,14.710186,14.36998558,14.69238567,14.42748547
,1.408576773,0.7919839223,Q8BFZ3,Q8BFZ3,Beta-actin-like protein 2,Actbl2,,42.004,10,12,4,4,19.67608643,19.53268623,19.33748627,19.61908531,18.58358574,18.28908539,19.37538528
,0.1847465385,-0.3614167372,Q8BFZ9;Q91X78,Q8BFZ9,Erlin-2,Erlin2,,37.872,3,12,4,4,12.95508575,14.65508556,14.00528526,12.81028557,14.90958595,14.29528522,12.69868565
+,2.373360611,-1.25542593,Q8BG05,Q8BG05,Heterogeneous nuclear ribonucleoprotein A3,Hnrnpa3,,39.652,20,12,4,4,23.7706852,24.27298546,23.6388855,23.58408546,25.41958618,25.08678627,24.70988655
+,1.852856576,-1.546391487,Q8BG17,Q8BG17,Nucleolar protein 12,Nol12,,25.356,3,12,4,4,17.9506855,17.26168633,16.93068504,16.25518608,18.58368492,18.65378571,18.70038605
+,1.208255113,-1.064324458,Q8BG30,Q8BG30,Negative elongation factor A,Nelfa,,57.584,1,11,4,3,11.993186,12.79048634,11.23358631,11.87578583,13.30538559,13.32708549,12.48028564
,0.3012232385,0.310057958,Q8BG32,Q8BG32,26S proteasome non-ATPase regulatory subunit 11,Psmd11,,47.436,9,11,4,3,15.49358559,15.87078571,15.04108524,15.3813858,15.9221859,15.11958599,14.368186
,1.947961177,-0.7428168456,Q8BG48,Q8BG48,Serine/threonine-protein kinase 17B,Stk17b,,41.982,2,11,4,3,14.50858593,14.87108612,14.25178528,14.76948547,15.53858566,15.14558601,15.34498596
+,1.370491042,-1.209800243,Q8BG51,Q8BG51,Mitochondrial Rho GTPase 1,Rhot1,,72.241,6,11,4,3,14.08608532,14.52208614,13.13078594,13.1697855,15.28528595,14.99468613,14.53098583
,0.7077040385,1.292865038,Q8BG67;Q6ZQ18,Q8BG67,Protein EFR3 homolog A,Efr3a,,92.612,4,7,4,2,13.45288563,12.74498558,12.88468552,13.03388596,13.0454855,NaN,10.42700577
+,1.541412759,-1.364891688,Q8BG79,Q8BG79,CWF19-like protein 2,Cwf19l2,,103.17,8,11,4,3,14.68178558,15.26508522,13.94898605,14.15638542,16.42298508,15.9537859,15.2570858
+,0.9117101446,1.84921964,Q8BG80,Q8BG80,F-box only protein 46,Fbxo46,,65.293,3,8,4,3,14.17458534,10.63688564,13.53848553,14.02318573,11.38198566,10.8502264,11.49998569
+,2.302657592,-1.295550187,Q8BG81,Q8BG81,Polymerase delta-interacting protein 3,Poldip3,,46.132,20,12,4,4,20.70288658,21.05918503,20.15308571,20.29618645,22.00628662,21.97958565,21.55928612
+,1.983086704,2.463712931,Q8BG95,Q8BG95,Protein phosphatase 1 regulatory subunit 12B,Ppp1r12b,,109.05,6,9,4,3,12.73868561,13.39308548,12.81668568,13.67008591,9.78970623,10.29437637,11.98868561
+,2.407101785,-1.747225285,Q8BGA5,Q8BGA5,KRR1 small subunit processome component homolog,Krr1,,43.537,10,12,4,4,18.21118546,19.08828545,18.10788536,18.04728508,20.30108643,20.37348557,19.65808487
,0.1619236903,0.4380164941,Q8BGA9,Q8BGA9,Mitochondrial inner membrane protein OXA1L,Oxa1l,,48.219,3,11,4,3,12.81868553,11.5393858,14.91768551,15.12638569,12.79868603,13.34558582,13.34328556
+,1.330382332,-1.102158705,Q8BGD9,Q8BGD9,Eukaryotic translation initiation factor 4B,Eif4b,,68.839,14,12,4,4,18.72318649,19.10158539,18.14818573,17.91248512,19.93258667,19.86228561,18.92568588
,0.6418338339,0.4325830936,Q8BGE7,Q8BGE7,Tripartite motif-containing protein 6,Trim6,,56.152,1,11,4,3,14.83068562,14.54138565,13.87148571,13.96738529,14.21718597,13.83088589,13.56238556
+,1.753869501,-1.722599983,Q8BGF3,Q8BGF3,WD repeat-containing protein 92,Wdr92,,39.79,1,10,3,3,12.1955862,NaN,11.01508617,11.9275856,13.91518593,13.37228584,13.01858616
+,2.688866307,-1.516224861,Q8BGF7,Q8BGF7,PAB-dependent poly(A)-specific ribonuclease subunit PAN2,Pan2,,135.25,11,12,4,4,13.72718525,14.13638592,13.30788612,14.10318565,15.44698524,15.5060854,15.05158615
,0.8249799506,-0.5703332424,Q8BGH2,Q8BGH2,Sorting and assembly machinery component 50 homolog,Samm50,,51.863,5,11,4,3,15.35598564,16.03978539,14.86728573,15.50848579,16.42918587,15.75888538,15.85158539
+,0.5895352858,-2.541249911,Q8BGJ9,Q8BGJ9,Splicing factor U2AF 26 kDa subunit,U2af1l4,,25.836,6,7,3,2,15.76508522,NaN,12.2268858,13.64708614,18.09478569,NaN,14.74708557
+,1.571865873,-1.921549797,Q8BGQ1,Q8BGQ1,Spermatogenesis-defective protein 39 homolog,Vipas39,,56.624,3,11,4,3,11.67288589,12.09918594,9.763985634,11.4632864,13.39758587,13.23028564,12.88628578
,0.1026367477,0.07488354047,Q8BGQ7,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic",Aars,,106.91,11,11,4,3,15.27308559,15.66098595,15.1938858,15.38298607,15.84898567,15.15948582,14.90008545
+,2.980636156,-1.645508766,Q8BGS0,Q8BGS0,Protein MAK16 homolog,Mak16,,35.185,8,12,4,4,18.93808556,19.16598511,18.72568512,18.51268578,20.71978569,20.66188622,20.06168556
+,3.302502783,-1.640050252,Q8BGS1,Q8BGS1,Band 4.1-like protein 5,Epb41l5,,81.635,12,12,4,4,15.59738541,16.09478569,15.51088524,15.75268555,17.21348572,17.70868492,17.21478653
+,1.448999733,-1.885641654,Q8BGS3,Q8BGS3,Zinc finger protein with KRAB and SCAN domains 1,Zkscan1,,63.438,4,11,4,3,12.98118591,14.48778534,12.70288563,12.0797863,15.23548603,15.29458523,14.31558609
+,1.393050448,-0.9541082382,Q8BGT7,Q8BGT7,Survival of motor neuron-related-splicing factor 30,Smndc1,,26.753,6,12,4,4,18.62368584,19.06208611,18.17068672,17.95758629,19.79918671,19.41028595,19.01338577
,0.436723252,-0.737133344,Q8BGW1,Q8BGW1,Alpha-ketoglutarate-dependent dioxygenase FTO,Fto,,58.006,3,10,3,3,11.84168625,12.34298611,11.26968575,NaN,12.71028614,11.35368633,13.60178566
,0.07866809697,0.1021413008,Q8BGW5,Q8BGW5,SOSS complex subunit B2,Nabp1,,21.748,2,11,4,3,14.13738537,14.07238579,15.00808525,13.36998558,13.6337862,14.59498596,13.90568542
,0.6342115812,-0.7208087444,Q8BGX0,Q8BGX0,E3 ubiquitin-protein ligase TRIM23,Trim23,,63.931,1,11,4,3,12.1976862,11.63288593,11.71058559,13.56608582,12.93088627,13.03418636,13.02778625
,0.1753504938,-0.3410081069,Q8BH04,Q8BH04,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Pck2,,70.527,5,11,4,3,13.84768581,14.62438583,14.20788574,14.6164856,15.7546854,15.26178551,12.97888565
,1.691553113,0.6367839177,Q8BH44,Q8BH44,Coronin-2B,Coro2b,,54.936,17,12,4,4,18.71558571,18.53878593,18.27218628,18.59078598,18.00248528,18.14338493,17.53178596
+,1.418066091,-1.126399676,Q8BH57,Q8BH57,WD repeat-containing protein 48,Wdr48,,76.006,6,11,4,3,14.79698563,15.47878551,14.52618599,14.49838543,16.31938553,16.29868507,15.23638535
,1.331700243,-0.9432840347,Q8BH59,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,Slc25a12,,74.569,21,12,4,4,18.14728546,18.84718513,17.83408546,17.82918549,19.46298599,19.26638603,18.59378624
,0.03335151152,0.08987506231,Q8BH74,Q8BH74,Nuclear pore complex protein Nup107,Nup107,,106.72,7,11,4,3,14.46208572,15.07988548,13.3511858,13.61868572,15.06848526,14.90178585,12.14398575
+,1.321641369,-2.551284393,Q8BH88,Q8BH88,DEP domain-containing protein 1B,Depdc1b,,61.907,2,10,4,3,10.90838623,11.28408623,8.084815979,11.51818562,13.18008614,13.41118622,12.40918636
+,2.955523846,-1.555058161,Q8BHB4,Q8BHB4,WD repeat-containing protein 3,Wdr3,,105.77,32,12,4,4,18.8073864,19.25188637,18.59068489,18.56588554,20.48868561,20.55048561,20.03788567
,0.09186016274,-0.1546082497,Q8BHC4,Q8BHC4,Dephospho-CoA kinase domain-containing protein,Dcakd,,26.476,2,10,4,3,13.30038548,13.90298557,11.74838638,12.94428635,13.70868587,13.1466856,12.53048611
+,2.221753353,-1.236375332,Q8BHD7,Q8BHD7,Polypyrimidine tract-binding protein 3,Ptbp3,,56.7,13,12,4,4,20.61938667,20.940485,20.00108528,20.61228561,21.95758629,21.93318558,21.44828606
+,2.140356461,-1.19325002,Q8BHE0,Q8BHE0,Proline-rich protein 11,Prr11,,40.948,8,11,4,3,17.32328606,17.65958595,17.45578575,17.36308479,18.9948864,18.90808487,18.02808571
,0.7691480055,-0.631875356,Q8BHG9,Q8BHG9,CGG triplet repeat-binding protein 1,Cggbp1,,18.761,4,11,4,3,16.25518608,17.40328598,16.78618622,16.86818504,17.83448601,17.75328636,16.79248619
,1.221270725,-0.6779329777,Q8BHJ5,Q8BHJ5,F-box-like/WD repeat-containing protein TBL1XR1,Tbl1xr1,,55.66,3,10,4,3,12.85858631,13.53618622,13.02278614,12.90198612,13.37658596,14.2332859,13.66358566
+,1.550019451,-1.564858278,Q8BHJ9,Q8BHJ9,Pre-mRNA-splicing factor SLU7,Slu7,,68.079,6,11,4,3,14.61958599,15.81968594,14.23188591,14.59708595,16.79198647,16.70508575,15.64868546
,0.4724461318,-0.9499250253,Q8BHL3,Q8BHL3,TBC1 domain family member 10B,Tbc1d10b,,87.274,2,9,4,3,13.1028862,13.20298576,10.21048546,13.23388577,13.05118561,13.74208546,13.3691864
+,2.663729442,-2.037167072,Q8BHN5,Q8BHN5,RNA-binding protein 45,Rbm45,,53.324,11,12,4,4,16.9180851,17.35038567,16.72258568,16.21728516,19.19898605,18.98008537,18.33868599
+,1.537388332,-1.832291285,Q8BHS3,Q8BHS3,Pre-mRNA-splicing factor RBM22,Rbm22,,46.895,8,12,4,4,15.86428547,17.13258553,15.64338589,16.37038612,19.18618584,17.51208496,17.55658531
+,3.006409767,-1.730500221,Q8BHX3,Q8BHX3,Borealin,Cdca8,,32.214,7,12,4,4,16.75738525,17.14528656,16.68468475,16.49298477,18.2230854,18.95558548,18.32308578
+,1.326430425,-1.356666088,Q8BHY2,Q8BHY2,Nucleolar complex protein 4 homolog,Noc4l,,58.675,10,11,4,3,16.99888611,18.19098663,16.40188599,16.55978584,18.86568642,18.19748497,18.12048531
+,2.149410211,-1.137749831,Q8BHZ4,Q8BHZ4,Zinc finger protein 592,Znf592,,137.51,10,12,4,4,13.83048534,14.61058617,13.79228592,13.96638584,15.02498531,15.49288559,15.04518604
+,2.983349697,-3.274807533,Q8BI66,Q8BI66,Zinc finger protein 526,Znf526,,73.97,5,11,4,3,12.91968632,12.8382864,12.9360857,11.41518593,16.09788513,15.96678543,15.3416853
,0.7384405976,-1.030725479,Q8BI72,Q8BI72,CDKN2A-interacting protein,Cdkn2aip,,59.744,12,12,4,4,15.32448578,17.31288528,16.5559864,16.98248482,18.35348511,17.7448864,16.62568665
,0.5959442902,-1.146316846,Q8BID8,Q8BID8,F-box/LRR-repeat protein 14,Fbxl14,,43.864,2,7,3,3,10.73968601,11.80148602,NaN,10.32718563,NaN,12.88508606,11.31978607
+,1.534438098,-1.35041674,Q8BIF9,Q8BIF9,Zinc finger protein 787,Znf787,,40.477,3,11,4,3,14.46918583,15.41848564,14.33258533,14.08468533,16.11018562,16.39818573,15.27158546
+,1.218353496,-2.550895214,Q8BIG4,Q8BIG4,F-box only protein 28,Fbxo28,,40.977,1,5,2,3,NaN,9.597986221,8.426575661,NaN,12.72448635,10.97455597,10.99048615
,0,NaN,Q8BIH0,Q8BIH0,Histone deacetylase complex subunit SAP130,Sap130,,111.23,1,5,4,0,11.83128548,13.5610857,11.77698612,11.41068554,NaN,NaN,NaN
+,3.67648865,-1.506391128,Q8BIR2,Q8BIR2,Protein asteroid homolog 1,Aste1,,76.369,2,11,4,3,12.66018581,12.76438618,12.46578598,12.64148617,14.3497858,14.25748539,13.81078529
,0.2719570915,-0.3102753162,Q8BIW1,Q8BIW1,Protein prune homolog,Prune,,50.239,3,10,4,2,13.1374855,14.36708546,13.38398552,13.80028534,14.33368587,NaN,13.63128567
+,2.253237411,-0.84877491,Q8BIW9,Q8BIW9,Chromosome transmission fidelity protein 18 homolog,Chtf18,,108.14,8,11,4,3,13.48348618,13.7193861,13.40308571,13.49648571,14.335186,14.73168564,14.05628586
+,1.564589675,-1.467133204,Q8BIX3,Q8BIX3,ARL14 effector protein,Arl14ep,,31.01,4,11,4,3,14.99938583,13.62868595,14.75548553,15.09958553,16.64358521,16.03138542,15.58878613
+,1.758053411,-1.6038661,Q8BIZ6,Q8BIZ6,Smad nuclear-interacting protein 1,Snip1,,44.415,3,12,4,4,15.56188583,16.31728554,14.75758553,15.46558571,17.20518494,17.62978554,16.55338478
+,2.000212939,-2.015224695,Q8BJ05,Q8BJ05,Zinc finger CCCH domain-containing protein 14,Zc3h14,,82.408,10,11,4,3,14.92038536,15.25908566,14.18338585,13.74378586,17.06638527,16.67058563,15.88868523
,0.5528955188,-0.1810750961,Q8BJ34,Q8BJ34,Meiosis arrest female protein 1,Marf1,,192.06,12,12,4,4,14.37818527,14.42168617,14.26678562,13.95618534,14.5664854,14.50228596,14.24158573
,0.05263010991,-0.1079997222,Q8BJ37,Q8BJ37,Tyrosyl-DNA phosphodiesterase 1,Tdp1,,68.689,2,11,4,3,10.51718616,13.04508591,13.04998589,12.32208633,12.14048576,12.29298592,12.59128571
,0.1533427297,0.08496681849,Q8BJ71,Q8BJ71,Nuclear pore complex protein Nup93,Nup93,,93.28,9,11,4,3,14.92428589,14.68788528,14.22048569,14.51688576,14.77658558,14.39788532,14.33278561
+,2.157219689,-1.727084319,Q8BJ90,Q8BJ90,Zinc finger protein 771,Znf771,,35.767,5,12,4,4,16.75968552,17.68628502,16.72348595,16.86068535,19.0743866,19.07348633,18.0559864
+,2.059693918,-1.428391854,Q8BJL0,Q8BJL0,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Smarcal1,,100.84,14,11,4,3,14.69728565,15.40658569,14.49898529,14.62858582,16.4160862,16.62468529,15.66798592
+,1.910621962,-1.464016438,Q8BJS8,Q8BJS8,Mdm2-binding protein,Mtbp,,100.31,7,12,4,4,12.85498619,12.44678593,11.95318604,12.34718609,13.90778542,14.49098587,13.19488621
+,3.052350766,-1.427716414,Q8BJW5,Q8BJW5,Nucleolar protein 11,Nol11,,80.817,13,12,4,4,17.18988609,17.35518646,16.94158554,16.89308548,18.66708565,18.74968529,18.15118599
+,2.499056884,-1.336025079,Q8BJW6,Q8BJW6,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",Eif2a,,64.403,16,12,4,4,16.94668579,17.33308601,16.53488541,16.7339859,18.4880867,18.30008507,17.8813858
+,1.560244093,-1.607774496,Q8BJW7,Q8BJW7,Crossover junction endonuclease EME1,Eme1,,63.48,4,11,4,3,13.41098595,14.89458561,13.43998623,13.34528637,15.98118591,15.31918526,14.84108543
,0.06519837435,-0.1182506084,Q8BJY1,Q8BJY1,26S proteasome non-ATPase regulatory subunit 5,Psmd5,,55.971,3,12,4,4,13.55208588,14.13058567,13.35938549,11.96968555,12.58258629,13.93358612,13.59738636
+,1.89789748,-1.384758313,Q8BJZ4,Q8BJZ4,"28S ribosomal protein S35, mitochondrial",Mrps35,,35.975,7,12,4,4,16.19838524,17.3297863,16.3528862,16.2679863,18.01148605,18.24998665,17.50458527
+,4.000506741,-1.922050158,Q8BK35,Q8BK35,,Gltscr2,,55.792,14,12,4,4,18.55528641,19.05448532,18.8433857,18.70618629,20.77318573,20.91868591,20.44378662
+,1.848684127,-1.094774882,Q8BK63,Q8BK63,Casein kinase I isoform alpha,Csnk1a1,,38.914,11,11,4,3,16.74988556,17.42038536,16.26078606,16.88458633,18.1198864,17.91338539,17.73778534
,0.02830073372,-0.04295047124,Q8BK64,Q8BK64,Activator of 90 kDa heat shock protein ATPase homolog 1,Ahsa1,,38.117,6,11,4,3,16.4105854,15.274086,15.26268578,16.22638512,15.18138599,16.67398643,15.65378571
+,1.946005862,-1.19964234,Q8BK67,Q8BK67,Protein RCC2,Rcc2,,55.983,19,12,4,4,20.92718506,21.26738548,20.46888542,21.02018547,22.38378525,22.41888618,21.55898666
+,2.716934148,-2.041941404,Q8BK72,Q8BK72,"28S ribosomal protein S27, mitochondrial",Mrps27,,47.778,4,11,4,3,14.87678528,14.07328606,14.25578594,14.21298599,16.71818542,16.72238541,15.74938583
,0.6577162677,-1.134600163,Q8BKC5,Q8BKC5,Importin-5,Ipo5,,123.59,3,10,4,2,12.72338581,12.75988579,10.6388855,12.4625864,NaN,12.98838615,13.57318592
+,2.483666054,-1.320750078,Q8BKF1,Q8BKF1,"DNA-directed RNA polymerase, mitochondrial",Polrmt,,136.7,21,12,4,4,17.34038544,17.79658508,16.84008598,17.45188522,18.83448601,18.72778511,18.47168541
+,1.153638116,-1.555524588,Q8BKH7,Q8BKH7,Target of rapamycin complex 2 subunit MAPKAP1,Mapkap1,,59.008,3,8,4,2,14.0936861,12.89488602,12.98258591,12.19088554,NaN,14.97598553,14.21608543
+,2.483225228,-1.914408207,Q8BKI2,Q8BKI2,Trinucleotide repeat-containing gene 6B protein,Tnrc6b,,191.96,8,11,4,3,13.33398628,13.9190855,12.52518559,13.1089859,15.34048557,15.22658539,14.84158611
+,2.808989529,-1.170999765,Q8BKJ9,Q8BKJ9,NAD-dependent protein deacetylase sirtuin-7,Sirt7,,45.145,6,11,4,3,15.55888557,15.67428589,15.81228542,15.1096859,16.82728577,16.60718536,16.69488525
+,1.835997256,-1.410349528,Q8BKS9,Q8BKS9,Pumilio domain-containing protein KIAA0020,Kiaa0020,,72.799,22,12,4,4,19.40748596,20.05628586,18.56828499,19.19408607,20.8643856,20.87748528,20.40878487
+,1.351824812,-1.579386791,Q8BKT3,Q8BKT3,GC-rich sequence DNA-binding factor 2,Gcfc2,,87.441,1,9,4,3,9.863986015,10.70568562,9.330785751,9.769286156,11.77068615,12.33508587,10.38469601
+,1.492813633,-1.260399898,Q8BKT7,Q8BKT7,THO complex subunit 5 homolog,Thoc5,,78.685,13,12,4,4,15.94228554,16.32338524,15.07938576,15.16488552,17.35608482,16.92368507,16.38388634
,0.2577701213,0.2240579923,Q8BKX1,Q8BKX1,Brain-specific angiogenesis inhibitor 1-associated protein 2,Baiap2,,59.236,4,11,4,3,14.09708595,14.86278534,14.16148567,13.78508568,13.49188614,14.41578579,14.09998608
+,1.164888588,1.331474781,Q8BL06,Q8BL06,Inactive ubiquitin carboxyl-terminal hydrolase 54,Usp54,,176.66,2,7,4,2,9.882286072,11.61478615,10.61378574,10.54638577,9.264885902,9.4007864,NaN
,0,-0.3443031311,Q8BL66,Q8BL66,Early endosome antigen 1,Eea1,,160.91,1,5,3,1,8.564596176,8.726776123,NaN,7.967975616,8.76408577,NaN,NaN
+,3.376170144,-1.76706632,Q8BL74,Q8BL74,General transcription factor 3C polypeptide 2,Gtf3c2,,100.27,7,10,3,3,NaN,14.6218853,14.60758591,14.55048561,16.20318604,16.68538475,16.19258499
+,2.890098816,-2.098141988,Q8BL97,Q8BL97,Serine/arginine-rich splicing factor 7,Srsf7,,30.817,6,12,4,4,20.59628487,21.56688499,20.48438644,20.64488602,23.21078491,22.86758614,22.68538666
+,1.762068204,-1.245633205,Q8BLR5,Q8BLR5,PH and SEC7 domain-containing protein 4,Psd4,,112.73,12,12,4,4,14.83698559,15.55178547,14.7254858,14.75288582,16.71258545,16.31428528,15.61038589
,1.036714208,-0.9049749374,Q8BLX7,Q8BLX7,Collagen alpha-1(XVI) chain,Col16a1,,155.8,1,6,4,2,8.620056152,9.183245659,8.375796318,8.822385788,NaN,10.17811584,9.132575989
+,0.9642285236,-1.453941902,Q8BLY2,Q8BLY2,"Probable threonine--tRNA ligase 2, cytoplasmic",Tarsl2,,91.317,5,12,4,4,15.14508533,16.86628532,14.09568596,15.27898598,17.10028648,17.24548531,16.05558586
,0.7908704702,-0.7145746549,Q8BM55,Q8BM55,Transmembrane protein 214,Tmem214,,76.429,2,11,4,3,12.00678635,11.75398636,13.34718609,12.68488598,13.02798557,13.05938625,13.40098572
+,2.17922202,-1.849733512,Q8BMA6,Q8BMA6,Signal recognition particle subunit SRP68,Srp68,,70.573,23,12,4,4,17.59398651,18.53668594,17.07108498,17.42298508,19.7285862,19.72758484,19.06158638
,0.9203258509,-0.7571418285,Q8BMB3,Q8BMB3,Eukaryotic translation initiation factor 4E type 2,Eif4e2,,28.263,2,12,4,4,14.649086,14.5848856,14.49018574,14.26468563,16.00278664,14.39158535,15.36868572
+,1.709145498,-1.845099608,Q8BMC4,Q8BMC4,Nucleolar protein 9,Nop9,,70.046,12,12,4,4,16.55448532,17.60148621,15.53808594,16.76028633,18.87518501,18.50208664,17.99878502
+,1.081799874,-1.585999727,Q8BMF4,Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Dlat,,67.941,3,11,4,3,14.27128601,15.59758568,14.04218578,12.90208626,16.51578522,15.69738579,15.15468597
+,1.036966742,-1.053316275,Q8BMG8,Q8BMG8,Mitochondrial folate transporter/carrier,Slc25a32,,35.048,1,11,4,3,12.76448631,14.21568584,12.47908592,13.00488567,14.70498562,13.98168564,13.82138538
,0.008742816991,0.02213287354,Q8BMI4,Q8BMI4,Flap endonuclease GEN homolog 1,Gen1,,101.78,5,11,4,3,12.6164856,13.76368523,13.24988556,12.54348564,12.54668617,14.80128574,11.71578598
,0.9376367746,-0.4233335654,Q8BMJ2,Q8BMJ2,"Leucine--tRNA ligase, cytoplasmic",Lars,,134.19,15,12,4,4,15.62638569,15.27818584,15.01438522,14.88898563,15.88658524,15.5318861,15.45748615
+,2.024560573,-0.9728164673,Q8BML9,Q8BML9,,Qars,,87.676,16,12,4,4,16.12508583,16.56798553,15.8596859,16.35618591,17.34208488,17.42608643,16.83198547
+,1.527553165,-1.444549878,Q8BMQ2,Q8BMQ2,General transcription factor 3C polypeptide 4,Gtf3c4,,91.612,7,11,4,3,13.30988598,13.99958611,12.44948578,12.54638577,14.95448589,14.5369854,14.07118607
,0.6752713022,-0.4400583903,Q8BMS1,Q8BMS1,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha,,82.669,20,12,4,4,17.80718613,18.28118515,17.25328636,17.75018501,18.47148514,18.38188553,17.78568649
+,0.7637665475,-1.264182885,Q8BMZ5,Q8BMZ5,tRNA-splicing endonuclease subunit Sen34,Tsen34,,34.196,2,11,4,3,12.25458622,13.67788601,10.74618626,13.25788593,13.29558563,13.99818611,13.95118523
+,1.700313222,-1.798458099,Q8BN21,Q8BN21,Serine/threonine-protein kinase VRK2,Vrk2,,58.118,8,12,4,4,14.85758591,15.80488586,14.33268547,15.29908562,17.60408592,16.98518562,16.0267849
+,3.16594294,-1.395775159,Q8BNV1,Q8BNV1,tRNA (uracil-5-)-methyltransferase homolog A,Trmt2a,,63.301,16,12,4,4,17.23428535,17.70918655,17.07948494,17.13828659,18.56268501,18.87218666,18.62338638
,0.3288822053,-0.5286667347,Q8BP00,Q8BP00,IQ calmodulin-binding motif-containing protein 1,Iqcb1,,68.733,4,11,4,3,13.56678581,14.46518612,13.20508575,14.05048561,15.51838589,13.07828617,14.45498562
+,2.512277955,-1.105708281,Q8BP47,Q8BP47,"Asparagine--tRNA ligase, cytoplasmic",Nars,,64.279,18,12,4,4,20.18158531,20.24668503,19.65148544,19.59228516,21.0824852,21.05288506,20.93578529
,1.253183908,-0.7765838305,Q8BP48,Q8BP48,Methionine aminopeptidase 1,Metap1,,43.221,12,12,4,4,17.64018631,18.72138596,17.8766861,17.70588493,18.7441864,18.56088638,18.98278618
,0.9948767145,-0.6790749232,Q8BP67,Q8BP67,60S ribosomal protein L24,Rpl24,,17.779,5,12,4,4,24.52708626,24.92518616,24.56988525,24.48988533,25.90568542,24.60528564,25.41028595
+,2.033885044,-1.093857765,Q8BP92,Q8BP92,Reticulocalbin-2,Rcn2,,37.27,6,11,4,3,15.77228546,16.4683857,16.33238602,16.3643856,17.53488541,16.87288475,17.57688522
+,2.059521675,-1.666833321,Q8BPP0,Q8BPP0,Zinc finger protein 436,Znf436,,52.362,2,11,4,3,14.17068577,13.84248543,14.03718567,13.95718575,15.02058601,15.40938568,16.57618523
,0.2248100792,-0.2611416976,Q8BPU7;Q8BHL5,Q8BPU7,Engulfment and cell motility protein 1,Elmo1,,83.935,7,12,4,4,16.12218475,16.16558647,15.90818596,15.9204855,16.92478561,16.73708534,15.20888615
+,2.374902371,0.8560334841,Q8BQ30,Q8BQ30,Phostensin,Ppp1r18,,65.629,26,12,4,4,20.3664856,20.50278664,20.20558548,20.47468567,19.84848595,19.52958488,19.21598625
+,1.850274929,-1.463183165,Q8BQ33,Q8BQ33,Treslin,Ticrr,,208.33,4,11,4,3,10.5834856,11.53828621,9.981085777,10.79688549,12.27528572,12.36228561,11.92678547
