Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,1.146037545,0.502099514,Q8BMC4,Q8BMC4,Nucleolar protein 9,Nop9,,11,70.046,8,4,4,18.34939957,18.23729897,18.59729958,17.68540001,17.60659981,17.65390015,17.51939964,18.08110046
,0.1841317243,-0.5228501161,Q8BMF4,Q8BMF4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Dlat,,16,67.941,7,3,4,10.72490025,14.32110023,14.33650017,NaN,14.60750008,13.15270042,12.9555006,13.88570023
,1.175772653,0.7637664477,Q8BMG8,Q8BMG8,Mitochondrial folate transporter/carrier,Slc25a32,,2,35.048,5,2,3,14.61089993,13.97270012,NaN,NaN,13.48239994,13.38170052,NaN,13.72000027
,0.1624118669,-0.2239127159,Q8BMI0,Q8BMI0,F-box only protein 38,Fbxo38,,3,133.93,6,2,4,8.179739952,8.699230194,NaN,NaN,8.837070465,9.432080269,7.851099968,8.533340454
,0.6612501592,0.731916825,Q8BMI4,Q8BMI4,Flap endonuclease GEN homolog 1,Gen1,,3,101.78,7,3,4,14.41989994,14.02270031,12.57060051,NaN,12.56040001,12.91460037,12.82839966,13.45320034
,1.092626759,0.532674551,Q8BMJ2,Q8BMJ2,"Leucine--tRNA ligase, cytoplasmic",Lars,,40,134.19,8,4,4,15.53889942,16.09479904,16.48749924,16.12800026,15.54819965,15.59570026,15.09630013,15.87829971
,0.6118028022,1.404599667,Q8BMJ3,Q8BMJ3,"Eukaryotic translation initiation factor 1A, X-chromosomal",Eif1ax,,5,16.46,8,4,4,17.81889915,18.86269951,16.11359978,18.80310059,17.37739944,17.39620018,17.34950066,13.85680008
,0.05497103257,0.0842499733,Q8BML9,Q8BML9,,Qars,,28,87.676,8,4,4,16.35930061,15.96990013,16.28179932,14.1097002,15.75580025,15.4762001,15.37170029,15.77999973
,0,1.494775295,Q8BMP6,Q8BMP6,Golgi resident protein GCP60,Acbd3,,5,60.18,5,1,4,NaN,NaN,NaN,15.39070034,13.91569996,13.93669987,13.86630058,13.86499977
,1.144929195,0.7404251099,Q8BMQ2,Q8BMQ2,General transcription factor 3C polypeptide 4,Gtf3c4,,9,91.612,8,4,4,14.18340015,14.23219967,14.62059975,13.38870049,13.65450001,13.43589973,13.64729977,12.72550011
+,2.912759062,1.612025261,Q8BMS1,Q8BMS1,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha,,25,82.669,8,4,4,18.82369995,19.19319916,19.70770073,19.28860092,17.75740051,17.65589905,17.06089973,18.09090042
,2.028680253,0.9181003571,Q8BN21,Q8BN21,Serine/threonine-protein kinase VRK2,Vrk2,,9,58.118,8,4,4,16.79229927,16.45210075,17.05340004,15.98519993,15.8185997,15.67679977,15.43719959,15.6779995
,0.218144156,-0.1660745144,Q8BNV1,Q8BNV1,tRNA (uracil-5-)-methyltransferase homolog A,Trmt2a,,13,63.301,8,4,4,15.80739975,15.8281002,16.54290009,15.96070004,16.09269905,16.67569923,15.54310036,16.49189949
,0.5616035446,0.7508417765,Q8BP00,Q8BP00,IQ calmodulin-binding motif-containing protein 1,Iqcb1,,3,68.733,7,3,4,13.94460011,12.39540005,14.65820026,NaN,12.98530006,13.07429981,12.31270027,13.28859997
,0.7516502429,0.4069504738,Q8BP47,Q8BP47,"Asparagine--tRNA ligase, cytoplasmic",Nars,,21,64.279,8,4,4,20.01950073,20.27860069,20.61269951,19.58580017,19.9939003,19.85659981,19.28079987,19.73749924
,0.2559635614,0.2029504776,Q8BP48,Q8BP48,Methionine aminopeptidase 1,Metap1,,10,43.221,8,4,4,18.6093998,18.83550072,19.28050041,17.87660027,18.51160049,18.70960045,18.05469894,18.51429939
,1.005356871,0.4875502586,Q8BP67,Q8BP67,60S ribosomal protein L24,Rpl24,,7,17.779,8,4,4,25.06110001,24.79120064,25.23590088,24.41200066,24.36899948,24.4423008,23.94610023,24.79260063
+,1.992848911,1.84645009,Q8BP78,Q8BP78,Protein FRA10AC1 homolog,Fra10ac1,,2,37.202,8,4,4,15.05000019,14.92860031,15.98309994,13.86630058,13.63000011,12.59889984,12.77850056,13.43480015
+,1.547695544,2.197630246,Q8BPP0,Q8BPP0,Zinc finger protein 436,Znf436,,1,52.362,6,3,3,12.0401001,NaN,12.02760029,12.02040005,NaN,9.588769913,8.839739799,11.06669998
+,1.888829848,1.617924929,Q8BPU7,Q8BPU7,Engulfment and cell motility protein 1,Elmo1,,16,83.935,8,4,4,16.92679977,17.05340004,17.29789925,16.36540031,15.57250023,14.50049973,14.75339985,16.34539986
,1.128282533,0.615000248,Q8BQ30,Q8BQ30,Phostensin,Ppp1r18,,23,65.629,8,4,4,21.28240013,21.53359985,22.14080048,20.82150078,20.98200035,20.7614994,20.65089989,20.9239006
+,3.477520349,1.11937499,Q8BQM4,Q8BQM4,HEAT repeat-containing protein 3,Heatr3,,15,74.305,8,4,4,16.22100067,16.53359985,16.4605999,16.27949905,15.5781002,14.98719978,15.08839989,15.36349964
,0.8475446735,0.4735240936,Q8BQZ5,Q8BQZ5,Cleavage and polyadenylation specificity factor subunit 4,Cpsf4,,8,23.653,8,4,4,20.70129967,20.97629929,21.14299965,20.10009956,20.10680008,20.52300072,19.87170029,20.52510071
+,1.636845894,1.23763291,Q8BRG8,Q8BRG8,Transmembrane protein 209,Tmem209,,4,62.981,7,4,3,13.10169983,13.3185997,13.18449974,12.31200027,NaN,12.16390038,11.10060024,11.96020031
,0.05202602226,0.06642508507,Q8BRH3,Q8BRH3,Rho GTPase-activating protein 19,Arhgap19,,4,55.733,8,4,4,13.31900024,14.37520027,13.1352005,14.33290005,13.30970001,13.13969994,13.98550034,14.46170044
,0.5584751936,0.4932999611,Q8BRT1,Q8BRT1,CLIP-associating protein 2,Clasp2,,24,140.74,8,4,4,13.61420059,13.6573,15.26039982,14.26889992,13.74419975,14.07620049,13.6619997,13.34520054
,0.4754505923,0.808708032,Q8BSA9,Q8BSA9,tRNA wybutosine-synthesizing protein 3 homolog,Tyw3,,2,28.575,7,3,4,15.04879951,16.01399994,15.39799976,NaN,12.90390015,15.48050022,14.86530018,15.46319962
+,1.52260595,1.876275063,Q8BSF4,Q8BSF4,Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain,Pisd,,4,45.926,6,2,4,14.8288002,NaN,14.87279987,NaN,12.02719975,12.69709969,13.55590057,13.61789989
,0.2680079434,-0.9068245888,Q8BSI6,Q8BSI6,R3H and coiled-coil domain-containing protein 1,R3hcc1,,9,54.163,8,4,4,11.22410011,15.85910034,15.96759987,17.65060043,16.65229988,15.79030037,15.79949951,16.08659935
,1.751537972,1.07484134,Q8BSP2,Q8BSP2,Condensin-2 complex subunit H2,Ncaph2,,6,68.945,7,3,4,14.49470043,NaN,15.00309944,14.36779976,13.32130051,14.20230007,13.23089981,13.43360043
,0.03802903739,0.03905010223,Q8BSQ9,Q8BSQ9,Protein polybromo-1,Pbrm1,,16,187.19,8,4,4,15.00029945,15.13440037,14.78909969,14.7286005,15.71430016,14.11079979,14.58990002,15.08119965
,0.7996932278,0.8482749462,Q8BSS9,Q8BSS9,Liprin-alpha-2,Ppfia2,,1,143.23,8,4,4,13.53779984,12.65420055,11.84140015,13.69009972,11.33810043,12.67549992,11.8366003,12.48019981
,1.547031395,0.4607253075,Q8BT07,Q8BT07,Centrosomal protein of 55 kDa,Cep55,,13,53.93,8,4,4,17.0788002,17.18740082,17.13159943,16.57379913,16.34429932,16.6807003,16.47859955,16.62509918
+,2.788397941,1.965800524,Q8BTH8,Q8BTH8,Casein kinase I isoform gamma-1,Csnk1g1,,6,52.743,8,4,4,17.40859985,17.99290085,18.01000023,16.61520004,15.86059952,15.26509953,15.74619961,15.29160023
+,4.274360907,1.065124989,Q8BTI7,Q8BTI7,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Ankrd52,,15,115.03,8,4,4,14.70040035,14.69519997,14.76420021,14.61800003,13.57629967,13.3767004,13.71880054,13.84549999
+,3.014490384,1.366924763,Q8BTI8,Q8BTI8,Serine/arginine repetitive matrix protein 2,Srrm2,,33,294.84,8,4,4,17.4993,17.68530083,18.04579926,17.47550011,16.26600075,16.46520042,15.81599998,16.69099998
+,2.850244412,1.357849598,Q8BTM8,Q8BTM8,Filamin-A,Flna,,113,281.22,8,4,4,20.68569946,20.74209976,21.28829956,20.1909008,19.62459946,19.21190071,19.24110031,19.39800072
,0.1115746199,0.1678497791,Q8BTT6,Q8BTT6,Digestive organ expansion factor homolog,Diexf,,11,88.817,8,4,4,13.60140038,15.31489944,13.98420048,15.22929955,14.63819981,14.88080025,13.33390045,14.60550022
,0.5056565731,0.2977995872,Q8BTU1,Q8BTU1,Cilia- and flagella-associated protein 20,Cfap20,,5,22.748,8,4,4,17.71249962,17.6473999,18.31599998,17.38240051,17.67910004,17.7779007,16.95140076,17.45870018
,0.4312422444,0.2954998016,Q8BTV2,Q8BTV2,Cleavage and polyadenylation specificity factor subunit 7,Cpsf7,,4,52.01,8,4,4,16.04780006,17.27689934,16.61540031,16.03299904,16.08139992,16.2548008,16.05329895,16.40159988
,2.439878486,0.9582257271,Q8BTW3,Q8BTW3,Exosome complex component MTR3,Exosc6,,7,28.37,8,4,4,18.26000023,18.53499985,18.66390038,18.16270065,17.06699944,17.89450073,17.47119904,17.35599899
,0,NaN,Q8BTW9,Q8BTW9,Serine/threonine-protein kinase PAK 4,Pak4,,2,64.622,3,0,3,NaN,NaN,NaN,NaN,NaN,12.17350006,11.81799984,12.21590042
,0.07816192604,0.06711014112,Q8BTZ4,Q8BTZ4,Anaphase-promoting complex subunit 5,Anapc5,,2,83.097,7,4,3,9.148719788,9.053870201,8.374170303,9.254320145,8.559820175,8.767709732,NaN,9.344449997
,1.20361965,0.5038499832,Q8BU03,Q8BU03,Periodic tryptophan protein 2 homolog,Pwp2,,19,102.91,8,4,4,19.0760994,19.46549988,19.34840012,18.81719971,18.64669991,18.33589935,18.5788002,19.1303997
+,2.714208258,1.111274719,Q8BU11;Q80W03,Q8BU11,TOX high mobility group box family member 4,Tox4,,7,65.961,8,4,4,17.6651001,18.06529999,18.18420029,17.82679939,16.66970062,17.20330048,16.40970039,17.0135994
,0.2622772621,0.2529006004,Q8BU30,Q8BU30,"Isoleucine--tRNA ligase, cytoplasmic",Iars,,43,144.27,8,4,4,16.44910049,17.24570084,16.96750069,15.96659946,16.81469917,15.69629955,16.23290062,16.87339973
+,1.126616119,1.583049774,Q8BU31;Q80ZJ1;P61226,Q8BU31,Ras-related protein Rap-2c,Rap2c,,6,20.745,6,4,2,14.2201004,14.3263998,15.55169964,13.94099998,NaN,13.56010056,12.29339981,NaN
+,0.9384919386,-1.693275213,Q8BU33,Q8BU33,Acetolactate synthase-like protein,Ilvbl,,12,68.155,8,4,4,14.68809986,11.61929989,11.6746006,10.36450005,13.73910046,13.86530018,13.85690022,13.6583004
,2.203433928,0.8190248013,Q8BU88,Q8BU88,"39S ribosomal protein L22, mitochondrial",Mrpl22,,4,23.805,8,4,4,15.6182003,15.82969952,16.48099899,15.85229969,15.2748003,14.97429943,15.04279995,15.21319962
,0.6326110719,-0.3417000771,Q8BUI3,Q8BUI3,Leucine-rich repeat and WD repeat-containing protein 1,LRWD1,,10,71.593,8,4,4,16.78140068,16.25769997,16.54979897,15.97920036,16.85840034,17.20289993,16.53590012,16.33769989
,1.027628737,0.7188005447,Q8BUN5,Q8BUN5,Mothers against decapentaplegic homolog 3,Smad3,,9,48.08,8,4,4,17.89220047,18.28689957,18.27949905,16.8173008,17.35319901,17.05259895,16.85610008,17.13879967
,0.3063928701,0.4415750504,Q8BUV6,Q8BUV6,U7 snRNA-associated Sm-like protein LSm11,Lsm11,,4,39.906,8,4,4,16.67259979,17.17869949,15.65180016,14.7385006,15.93949986,16.21170044,15.16139984,15.1626997
,0.02592384448,-0.1262178421,Q8BVD5,Q8BVD5,MAGUK p55 subfamily member 7,Mpp7,,8,65.539,8,4,4,15.74059963,12.09420013,16.01469994,9.777729988,11.40849972,14.49960041,14.22920036,13.99480057
,0.6967113784,0.4488997459,Q8BVE8,Q8BVE8,Histone-lysine N-methyltransferase NSD2,Whsc1,,27,152.25,8,4,4,17.4409008,17.14909935,17.61470032,16.41390038,16.80459976,16.77160072,16.23430061,17.01250076
,1.026690958,0.5117998123,Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110,,8,50.14,8,4,4,18.16419983,18.15449905,18.48929977,17.48449898,17.60549927,17.31649971,17.36240005,17.96089935
+,1.275750255,1.725500107,Q8BVU0,Q8BVU0,Leucine-rich repeat and calponin homology domain-containing protein 3,Lrch3,,15,86.34,8,4,4,16.32250023,16.85610008,16.55489922,14.64900017,15.19269943,15.33380032,13.6310997,13.32289982
,1.181423494,0.4680252075,Q8BVY0,Q8BVY0,Ribosomal L1 domain-containing protein 1,Rsl1d1,,17,50.421,8,4,4,22.54719925,22.81710052,23.06599998,22.42959976,22.36899948,22.30920029,21.80669975,22.50289917
,1.646502513,0.6655750275,Q8BW10,Q8BW10,RNA-binding protein NOB1,Nob1,,11,45.463,8,4,4,19.55900002,19.94499969,19.70199966,19.12770081,19.07690048,18.81949997,18.5855999,19.18939972
+,1.857980586,1.664287329,Q8BWT5,Q8BWT5,Disco-interacting protein 2 homolog A,Dip2a,,2,165.25,6,4,2,8.782509804,8.619919777,8.73293972,7.662919998,6.736869812,NaN,6.83370018,NaN
,1.456886835,0.7203245163,Q8BWW4,Q8BWW4,La-related protein 4,Larp4,,20,79.763,8,4,4,20.27400017,20.44079971,20.71269989,20.01759911,19.61070061,19.57019997,19.1534996,20.22940063
,0.02840539928,0.04237532616,Q8BWY3,Q8BWY3,Eukaryotic peptide chain release factor subunit 1,Etf1,,17,49.03,8,4,4,14.5727005,15.94789982,14.11910057,15.76900005,15.29539967,15.64190006,14.59609985,14.70580006
,0.01630801805,-0.04742264748,Q8BWZ3,Q8BWZ3,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",Naa25,,20,111.71,8,4,4,10.12559986,11.4993,10.64680004,13.20100021,11.9698,12.59520054,9.326189995,11.77120018
+,1.590856123,2.105721633,Q8BX02,Q8BX02,KN motif and ankyrin repeat domain-containing protein 2,Kank2,,2,90.244,7,4,3,9.745079994,10.5649004,10.99970055,8.894220352,7.627130508,NaN,7.36068058,8.847949982
+,3.209575493,1.092999935,Q8BX09,Q8BX09,Retinoblastoma-binding protein 5,Rbbp5,,7,59.097,8,4,4,14.65770054,14.41409969,14.53120041,14.1473999,13.72119999,13.2414999,13.25600052,13.15970039
,0.762970735,0.5951747894,Q8BX10,Q8BX10,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Pgam5,,10,31.994,8,4,4,19.9598999,20.35580063,20.67609978,19.05360031,19.25810051,19.52689934,19.08270073,19.79700089
+,3.383568601,1.410500526,Q8BX17,Q8BX17,Gem-associated protein 5,Gemin5,,41,166.59,8,4,4,20.25460052,20.3302002,20.53890038,20.11709976,18.80929947,19.07670021,18.44009972,19.27269936
,0.6961039531,0.5912246704,Q8BX32,Q8BX32,Structure-specific endonuclease subunit SLX1,Slx1b,,1,30.656,8,4,4,14.72729969,14.95419979,14.84749985,13.55290031,14.44900036,13.8597002,13.26430035,14.14400005
,0,3.445675135,Q8BX70,Q8BX70,Vacuolar protein sorting-associated protein 13C,Vps13c,,20,420.08,5,4,1,12.55170059,12.6335001,12.9168005,11.9758997,9.073800087,NaN,NaN,NaN
,0.8385294824,1.645167033,Q8BXQ2,Q8BXQ2,GPI transamidase component PIG-T,Pigt,,6,65.704,6,3,3,NaN,13.82320023,13.85420036,13.53460026,NaN,13.05770016,12.93459988,10.28419971
,4.539289894,0.8560500145,Q8BY02,Q8BY02,NF-kappa-B-repressing factor,Nkrf,,10,77.738,8,4,4,17.59689903,17.7758007,17.4260006,17.55760002,16.74449921,16.69869995,16.69490051,16.79400063
,2.465203537,0.8235504627,Q8BY46,Q8BY46,Zinc finger protein 574,Znf574,,5,99.46,8,4,4,16.2791996,16.71310043,16.24990082,16.44309998,15.73989964,15.26229954,15.48670006,15.90219975
+,3.37083683,1.617424965,Q8BY71,Q8BY71,Histone acetyltransferase type B catalytic subunit,Hat1,,9,49.278,8,4,4,14.77560043,15.11250019,15.22550011,14.59850025,13.61770058,13.5880003,12.86750031,13.16919994
,0,NaN,Q8BYJ6,Q8BYJ6,TBC1 domain family member 4,Tbc1d4,,13,147.45,3,3,0,8.521309853,8.01733017,8.74145031,NaN,NaN,NaN,NaN,NaN
+,2.505896591,1.233874798,Q8BYK6,Q8BYK6,YTH domain-containing family protein 3,Ythdf3,,12,63.961,8,4,4,19.15019989,19.58860016,20.04990005,19.11109924,18.41569901,18.02659988,17.98990059,18.53210068
+,1.496867819,3.799598058,Q8BYL4,Q8BYL4,"Tyrosine--tRNA ligase, mitochondrial",Yars2,,6,52.597,7,4,3,13.34430027,15.33080006,13.93050003,10.56229973,8.933460236,10.70020008,8.843470573,NaN
,1.429945219,1.199683348,Q8BZ03;Q3UTQ8;Q9QUK0;Q8BLF2,Q8BZ03,Serine/threonine-protein kinase D2,Prkd2,,6,96.541,5,3,2,13.24429989,12.8270998,13.68770027,NaN,NaN,12.18130016,11.92539978,NaN
,0.7802959832,-0.7488746643,Q8BZ20,Q8BZ20,Poly [ADP-ribose] polymerase 12,Parp12,,5,79.916,8,4,4,12.90310001,14.36760044,13.62170029,14.90299988,14.62849998,14.85289955,14.21500015,15.09449959
,1.30432612,0.2901000977,Q8BZH4,Q8BZH4,Pogo transposable element with ZNF domain,Pogz,,14,154.91,8,4,4,14.9531002,14.85680008,15.29370022,15.05410004,14.81449986,14.9204998,14.61180019,14.6505003
,1.21407374,0.9461250305,Q8BZR9,Q8BZR9,Uncharacterized protein C17orf85 homolog,,,6,70.042,8,4,4,18.08860016,18.51740074,18.85400009,17.21389961,17.5230999,17.07830048,16.69820023,17.58979988
,1.388806039,0.7090501785,Q8C006,Q8C006,Tripartite motif-containing protein 35,Trim35,,20,57.345,8,4,4,20.35890007,20.42370033,21.05830002,19.82999992,19.91769981,19.59090042,19.47089958,19.85519981
,0.2693103929,0.1855665843,Q8C052,Q8C052,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,Map1s,,15,102.94,6,3,3,13.4090004,12.68879986,12.88399982,NaN,13.14179993,12.56400013,NaN,12.71930027
,0.9484441228,1.236400127,Q8C092,Q8C092,Transcription initiation factor TFIID subunit 5,Taf5,,4,87.044,6,4,2,12.09829998,12.95400047,12.68360043,11.88529968,NaN,NaN,10.3810997,11.95670033
,0.8965831686,0.4860754013,Q8C0C7,Q8C0C7,Phenylalanine--tRNA ligase alpha subunit,Farsa,,17,57.598,8,4,4,19.05439949,19.33110046,19.52280045,18.354599,18.65929985,18.60319901,18.29759979,18.75849915
+,1.262598548,1.97783343,Q8C0D5,Q8C0D5,Elongation factor Tu GTP-binding domain-containing protein 1,Eftud1,,16,125.78,6,3,3,14.89700031,15.54780006,NaN,15.03149986,12.78369999,14.55630016,12.2027998,NaN
,0.6621285217,0.4906251431,Q8C0D9,Q8C0D9,Centrosomal protein of 68 kDa,Cep68,,3,78.748,8,4,4,14.35010052,14.75129986,14.3991003,13.67740059,14.06459999,14.21530056,13.94569969,12.98980045
,0.01085055042,0.01389932632,Q8C0G2,Q8C0G2,TRAF3-interacting JNK-activating modulator,Traf3ip3,,6,58.563,8,4,4,16.5814991,16.69869995,16.25279999,14.96109962,16.01160049,16.53730011,15.75139999,16.13820076
,1.17881263,0.9342997074,Q8C0M0,Q8C0M0,WD repeat-containing protein 59,Wdr59,,4,111.72,8,4,4,13.55609989,12.39260006,13.14340019,12.22869968,11.46490002,11.4946003,11.98480034,12.63930035
,0.2394897653,0.5512669881,Q8C0P0,Q8C0P0,Serine/threonine-protein kinase greatwall,Mastl,,4,95.974,6,3,3,16.75720024,14.70110035,17.22109985,NaN,16.32229996,14.7560997,15.94719982,NaN
+,2.702208221,1.335124493,Q8C0T5,Q8C0T5,Signal-induced proliferation-associated 1-like protein 1,Sipa1l1,,64,197.03,8,4,4,21.36100006,21.52449989,22.13150024,21.07719994,20.43600082,20.06360054,19.89599991,20.35810089
,0,1.296332995,Q8C0V0,Q8C0V0,Serine/threonine-protein kinase tousled-like 1,Tlk1,,10,86.622,4,3,1,9.377559662,9.728019714,10.3368206,NaN,NaN,NaN,NaN,8.517800331
+,2.849415129,1.680600643,Q8C147;Q8VDR9,Q8C147,Dedicator of cytokinesis protein 8,Dock8,,66,238.98,8,4,4,19.51169968,19.57640076,20.15609932,18.7656002,18.01759911,17.57869911,17.75449944,17.93659973
,0.7673720977,0.829908212,Q8C156,Q8C156,Condensin complex subunit 2,Ncaph,,16,82.302,7,3,4,12.51510048,13.52859974,NaN,12.92819977,12.24709988,12.1243,11.19200039,13.0795002
+,2.426915846,1.674691518,Q8C170,Q8C170,Unconventional myosin-IXa,Myo9a,,3,292.12,7,3,4,NaN,8.473350525,8.680979729,7.484600067,6.616470337,6.723690033,6.287281036,6.525699615
,0.8028638383,0.7805747986,Q8C176,Q8C176,Transcription initiation factor TFIID subunit 2,Taf2,,8,127,8,4,4,15.98799992,15.10159969,16.11899948,14.08530045,14.23600006,14.65400028,14.5383997,14.7432003
,0.9168967344,0.950849692,Q8C1B7,Q8C1B7,Septin-11,11-Sep,,14,49.694,5,3,2,14.55440044,14.74009991,NaN,15.60980034,NaN,13.82830048,NaN,14.2062006
,0.7941705532,0.6401002407,Q8C1S0,Q8C1S0,Mediator of RNA polymerase II transcription subunit 19,Med19,,3,26.263,8,4,4,16.45479965,15.47850037,17.18370056,15.98569965,15.67070007,15.78149986,15.93529987,15.15479946
,0,NaN,Q8C208,Q8C208,Zinc finger protein Eos,Ikzf4,,1,64.154,3,3,0,20.14570045,NaN,16.00349998,20.96409988,NaN,NaN,NaN,NaN
,0,-0.0699005127,Q8C2A2,Q8C2A2,tRNA-splicing endonuclease subunit Sen54,Tsen54,,3,59.083,4,1,3,12.21969986,NaN,NaN,NaN,12.1128006,NaN,11.92240047,12.83360004
+,3.026690208,1.408849716,Q8C2K5,Q8C2K5,RAS protein activator like-3,Rasal3,,24,114.78,8,4,4,17.82419968,18.01110077,18.56559944,17.47439957,16.53199959,16.65430069,16.62700081,16.4265995
,1.333046036,0.6328258514,Q8C2Q3,Q8C2Q3,RNA-binding protein 14,Rbm14,,17,69.448,8,4,4,21.55800056,22.13640022,22.20330048,21.42070007,21.27879906,21.33849907,20.73740005,21.43239975
+,2.356577601,1.357450008,Q8C3F2,Q8C3F2,Constitutive coactivator of PPAR-gamma-like protein 2,Fam120c,,16,119.72,8,4,4,18.07990074,18.89550018,19.02039909,18.27499962,17.50979996,17.16729927,16.65550041,17.50839996
,1.602901449,0.7061505318,Q8C3J5,Q8C3J5,Dedicator of cytokinesis protein 2,Dock2,,61,211.7,8,4,4,19.21750069,19.19980049,19.67130089,18.73489952,18.65690041,18.48200035,18.10989952,18.75009918
,0.03979878529,-0.09917545319,Q8C3X4,Q8C3X4,"Translation factor Guf1, mitochondrial",Guf1,,6,72.462,8,4,4,15.40069962,13.59049988,15.89509964,12.20339966,14.41429996,14.78960037,14.28009987,14.0024004
+,3.773498763,1.428800106,Q8C4B4,Q8C4B4,Protein unc-119 homolog B,Unc119b,,6,28.302,8,4,4,14.34280014,14.35410023,14.88080025,14.40950012,13.18739986,12.76930046,13.01809978,13.2972002
,2.040190014,0.7396249771,Q8C4J7,Q8C4J7,Transducin beta-like protein 3,Tbl3,,28,88.265,8,4,4,20.34300041,20.03590012,19.98200035,19.57099915,19.40649986,19.11700058,18.98769951,19.46220016
,1.26774848,1.174366951,Q8C4S8,Q8C4S8,DENN domain-containing protein 2A,Dennd2a,,7,113.09,6,3,3,13.09030056,11.97210026,12.70260048,NaN,10.85830021,11.8046999,11.57890034,NaN
,0,NaN,Q8C4Y3,Q8C4Y3,Negative elongation factor B,Nelfb,,10,65.636,3,0,3,NaN,NaN,NaN,NaN,NaN,15.36170006,14.8689003,15.30729961
,0.8752955808,0.5729749203,Q8C547,Q8C547,HEAT repeat-containing protein 5B,Heatr5b,,9,224.32,8,4,4,16.07740021,16.87870026,16.18400002,15.40409946,15.7027998,15.36540031,15.31449986,15.8696003
,0.9401689081,0.6742753983,Q8C570,Q8C570,mRNA export factor,Rae1,,8,40.965,8,4,4,17.40159988,17.81940079,18.30870056,16.81649971,16.78070068,17.08440018,16.47119904,17.31279945
,0.8669881069,1.385324717,Q8C5L3,Q8C5L3,CCR4-NOT transcription complex subunit 2,Cnot2,,4,59.71,6,4,2,14.50629997,14.61420059,13.14190006,13.38129997,NaN,NaN,11.74260044,13.30860043
,0.4588981156,0.2966752052,Q8C5L7,Q8C5L7,RNA-binding protein 34,Rbm34,,5,41.325,8,4,4,17.44680023,17.39139938,17.56139946,16.58320045,16.85249901,16.58729935,16.88470078,17.47159958
,0.7505551265,0.5948505402,Q8C5N3,Q8C5N3,Pre-mRNA-splicing factor CWC22 homolog,Cwc22,,10,104.77,8,4,4,16.69510078,16.99060059,17.07449913,15.79360008,15.43239975,16.46349907,15.8064003,16.4720993
,1.003836267,0.5438246727,Q8C5Q4,Q8C5Q4,G-rich sequence factor 1,Grsf1,,9,53.076,8,4,4,17.10339928,17.42029953,17.6909008,16.67889977,16.79080009,16.8173008,16.16569901,16.94440079
