Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Valid values,Valid values 60 min,Valid values unstim,60 min stim FG159 neu,60 min stim FG160 neu,60 min stim FG161 neu,60 min stim FG162 neu,unstim FG10 neu,unstim FG11 neu,unstim FG12 neu,unstim FG9 neu
,0,NaN,Q8CIM1,Q8CIM1,Leucine-rich repeat-containing protein 45,Lrrc45,,2,4,4,0,12.69079971,14.69140053,12.64970016,14.08220005,NaN,NaN,NaN,NaN
,0,NaN,Q8CIM8,Q8CIM8,Integrator complex subunit 4,Ints4,,2,4,4,0,8.917099953,9.741849899,9.617400169,9.59401989,NaN,NaN,NaN,NaN
+,3.975636545,3.588999987,Q8CIN4;O88643,Q8CIN4,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2,,6,8,4,4,14.65579987,13.85070038,14.08990002,15.28760052,10.88310051,10.36260033,10.76939964,11.51290035
,1.416081368,-0.9587167899,Q8CIP4,Q8CIP4,MAP/microtubule affinity-regulating kinase 4,Mark4,,4,7,3,4,NaN,11.90240002,11.73260021,12.55830002,12.62440014,12.7300005,13.63949966,13.09870052
,0.6894278016,0.788891077,Q8CIV8,Q8CIV8,Tubulin-specific chaperone E,Tbce,,4,7,4,3,11.99779987,12.36289978,13.8810997,13.39550018,12.15840054,NaN,11.78960037,12.41330051
,0,NaN,Q8CJ19,Q8CJ19,Protein-methionine sulfoxide oxidase MICAL3,Mical3,,10,4,4,0,12.82419968,13.99069977,12.37300014,13.95300007,NaN,NaN,NaN,NaN
,0.6898657265,-0.3439748287,Q8CJ27,Q8CJ27,Abnormal spindle-like microcephaly-associated protein homolog,Aspm,,26,8,4,4,13.32369995,13.53800011,13.65219975,14.02980042,14.30949974,13.81970024,13.51519966,14.27519989
,0.1719450018,0.4177401066,Q8CJ40,Q8CJ40,Rootletin,Crocc,,10,8,4,4,10.79049969,10.57763004,10.19750023,10.80230045,10.05618,8.92249012,8.872200012,12.84609985
+,2.118964728,3.350244919,Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1,,15,7,4,3,14.38609982,15.19919968,15.63990021,15.23270035,NaN,12.2177,10.11799049,12.95699978
+,3.383343385,2.307474693,Q8CJF9;Q8CJF8,Q8CJF9,Protein argonaute-3,Ago3,,19,7,4,3,13.73519993,14.12699986,14.6633997,13.96150017,11.54530048,12.15470028,NaN,11.74289989
,0.2245092933,0.09130048752,Q8CJG0,Q8CJG0,Protein argonaute-2,Ago2,,31,8,4,4,18.08609962,18.48080063,18.23040009,18.6916008,18.29820061,18.04599953,18.50169945,18.27779961
,1.043928516,-0.5470998287,Q8CJG1,Q8CJG1,Protein argonaute-1,Ago1,,20,8,4,4,15.45540047,15.25829983,15.2414999,15.98219967,15.70559978,15.75030041,16.61369896,16.05620003
,0.1680461363,-0.1420750618,Q8JZM0,Q8JZM0,"Dimethyladenosine transferase 1, mitochondrial",Tfb1m,,7,8,4,4,15.78979969,15.32400036,16.78310013,15.80290031,16.01160049,16.20739937,15.77350044,16.27560043
+,3.108889152,-2.596199989,Q8JZM7,Q8JZM7,Parafibromin,Cdc73,,15,8,4,4,13.44820023,14.69649982,13.45699978,14.61730003,17.02070045,16.00049973,16.69540024,16.8871994
,0,1.833199501,Q8JZN5,Q8JZN5,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Acad9,,6,5,4,1,14.20120049,12.91849995,12.98509979,14.46560001,NaN,11.80940056,NaN,NaN
+,2.622056847,-3.23960336,Q8JZQ2,Q8JZQ2,AFG3-like protein 2,Afg3l2,,8,6,3,3,9.323300362,10.11828995,NaN,10.57820034,13.03639984,12.86480045,13.83740044,NaN
+,2.152529613,-1.229774952,Q8JZQ9,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,Eif3b,,30,8,4,4,17.48859978,18.77630043,18.10560036,18.63929939,19.44739914,19.2385006,19.61470032,19.62829971
+,1.430935865,1.314325094,Q8JZR0;P41216,Q8JZR0,Long-chain-fatty-acid--CoA ligase 5,Acsl5,,8,8,4,4,14.3427,15.29810047,15.86240005,15.16040039,14.42780018,12.99690056,13.43029976,14.55130005
+,2.970672529,-2.927124659,Q8JZS9,Q8JZS9,"39S ribosomal protein L48, mitochondrial",Mrpl48,,2,7,3,4,13.22090054,13.77460003,NaN,14.48190022,16.21829987,16.41760063,17.07069969,17.30509949
+,2.704507163,-1.46999979,Q8JZU2,Q8JZU2,"Tricarboxylate transport protein, mitochondrial",Slc25a1,,6,8,4,4,14.26469994,14.97340012,14.69200039,15.53979969,16.52359962,16.0991993,16.38809967,16.3390007
+,2.480439697,-2.553324699,Q8JZX3,Q8JZX3,POC1 centriolar protein homolog A,Poc1a,,4,8,4,4,13.1668005,14.57060051,14.60680008,13.54329967,16.06209946,17.35650063,15.64579964,17.03639984
,1.197725387,-0.8229751587,Q8JZX4,Q8JZX4,Splicing factor 45,Rbm17,,10,8,4,4,17.11940002,18.35720062,16.87899971,18.05809975,18.41740036,18.58230019,18.30669975,18.39920044
,0.03960355371,-0.07395839691,Q8JZZ6,Q8JZZ6,AMMECR1-like protein,Ammecr1l,,3,7,4,3,12.13630009,13.38650036,14.60039997,12.86229992,NaN,12.94950008,13.28240013,13.72910023
+,2.352480105,-1.413899899,Q8K019,Q8K019,Bcl-2-associated transcription factor 1,Bclaf1,,24,8,4,4,17.38260078,18.17239952,17.38929939,18.43160057,19.20240021,18.91790009,19.1772995,19.73390007
,0,NaN,Q8K045,Q8K045,Serine/threonine-protein kinase N3,Pkn3,,3,4,0,4,NaN,NaN,NaN,NaN,21.2010994,21.16009903,20.94890022,21.17700005
,1.150134318,-1.131299496,Q8K072,Q8K072,Receptor expression-enhancing protein 4,Reep4,,3,8,4,4,14.07509995,16.23119926,14.29730034,15.31949997,16.11619949,15.77359962,16.44809914,16.11039925
,0,NaN,Q8K0P3,Q8K0P3,TLD domain-containing protein 1,Tldc1,,2,4,4,0,9.230700493,12.24330044,11.12730026,11.40950012,NaN,NaN,NaN,NaN
,0,NaN,Q8K0V2,Q8K0V2,DCN1-like protein 3,Dcun1d3,,4,4,4,0,13.18900013,14.99880028,13.86439991,14.7045002,NaN,NaN,NaN,NaN
+,2.367261649,-1.218375206,Q8K114,Q8K114,Integrator complex subunit 9,Ints9,,6,8,4,4,12.70880032,11.88720036,12.91009998,12.12360001,13.6267004,13.6970005,13.90120029,13.27830029
+,1.373541394,-2.286449909,Q8K1A6,Q8K1A6,Coiled-coil and C2 domain-containing protein 1A,Cc2d1a,,6,8,4,4,12.88490009,12.20930004,12.40670013,11.43109989,12.48159981,15.77180004,16,13.82439995
,0.4319258792,0.7889752388,Q8K1B8,Q8K1B8,Fermitin family homolog 3,Fermt3,,8,6,4,2,13.23190022,14.85340023,13.47020054,14.19340038,12.24330044,NaN,14.05319977,NaN
,0.1518323433,0.3669252396,Q8K1C0,Q8K1C0,Protein angel homolog 2,Angel2,,4,8,4,4,12.23670006,14.27920055,12.64309978,13.5031004,10.46640015,13.00380039,13.92249966,13.80169964
+,2.853765138,3.317525148,Q8K1C9,Q8K1C9,Leucine-rich repeat-containing protein 41,Lrrc41,,5,8,4,4,13.34959984,15.90869999,14.89900017,14.27140045,11.18860054,11.99349976,11.18029976,10.7961998
,0,NaN,Q8K1E0,Q8K1E0,Syntaxin-5,Stx5,,4,4,4,0,14.95460033,15.60680008,15.72790051,16.96139908,NaN,NaN,NaN,NaN
,0.7113741478,-1.458093246,Q8K1J5,Q8K1J5,Protein SDE2 homolog,Sde2,,2,7,3,4,10.94330025,NaN,12.07380009,10.14642048,10.3593998,13.42310047,13.18860054,13.07929993
+,5.075280329,5.784671783,Q8K1M6,Q8K1M6,Dynamin-1-like protein,Dnm1l,,15,8,4,4,15.22459984,16.60249901,15.71609974,16.38489914,10.31480026,9.502599716,10.16621017,10.80580044
+,6.1701446,-4.246024609,Q8K1N4,Q8K1N4,Spermatogenesis-associated serine-rich protein 2,Spats2,,18,8,4,4,15.10780048,15.59240055,14.73519993,15.22659969,19.44350052,19.14819908,19.52260017,19.53179932
,0,NaN,Q8K1R7,Q8K1R7,Serine/threonine-protein kinase Nek9,Nek9,,3,4,4,0,11.35480022,14.27420044,13.24760056,13.87300014,NaN,NaN,NaN,NaN
,0.271216104,-0.3444750309,Q8K1X1,Q8K1X1,WD repeat-containing protein 11,Wdr11,,10,8,4,4,13.47550011,12.59080029,14.29259968,14.13000011,12.95930004,14.62160015,14.14330006,14.14260006
+,1.33032577,1.43448321,Q8K1X4,Q8K1X4,,Nckap1l,,6,7,4,3,13.59549999,13.07530022,13.92920017,14.25300026,NaN,12.01690006,11.48900032,13.33040047
,0,NaN,Q8K1Y2,Q8K1Y2,Serine/threonine-protein kinase D3,Prkd3,,5,4,4,0,10.83850002,10.21226025,12.22990036,12.40540028,NaN,NaN,NaN,NaN
+,3.136564998,-4.852199554,Q8K202,Q8K202,DNA-directed RNA polymerase I subunit RPA49,Polr1e,,16,8,4,4,13.25570011,15.12139988,11.87750053,12.00090027,18.10079956,17.49239922,17.9552002,18.11590004
+,4.232377073,-2.461649895,Q8K224,Q8K224,N-acetyltransferase 10,Nat10,,45,8,4,4,17.40539932,18.3743,17.5788002,18.13990021,20.31360054,20.09600067,20.53649902,20.39889908
+,2.157946721,1.819000085,Q8K268,Q8K268,ATP-binding cassette sub-family F member 3,Abcf3,,6,7,4,3,14.36569977,14.97949982,13.57349968,15.02050018,12.47799969,NaN,12.64039993,12.87899971
,0.7046519409,0.4410087268,Q8K274,Q8K274,Ketosamine-3-kinase,Fn3krp,,1,7,4,3,11.36450005,11.70020008,11.72360039,11.24919987,10.97869968,10.57849979,11.64789963,NaN
+,2.42752119,-1.181074858,Q8K284,Q8K284,General transcription factor 3C polypeptide 1,Gtf3c1,,43,8,4,4,15.24690056,15.05580044,15.12510014,15.24600029,15.70230007,16.19140053,16.75880051,16.74559975
,0.309451896,0.6220495701,Q8K285,Q8K285,F-BAR domain only protein 1,Fcho1,,6,6,4,2,13.21420002,14.94190025,13.50549984,12.36019993,13.13580036,NaN,12.63100052,NaN
,0.1725605708,-0.07032513618,Q8K298,Q8K298,Actin-binding protein anillin,Anln,,18,8,4,4,14.74400043,15.34739971,15.06309986,15.04899979,15.25300026,15.07240009,15.2972002,14.86219978
,0.8178622561,0.584425211,Q8K2B3,Q8K2B3,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Sdha,,16,8,4,4,16.61759949,17.28980064,17.18630028,16.66219902,16.82869911,16.82419968,15.51599979,16.2493
+,2.375380382,-1.162699699,Q8K2C9,Q8K2C9,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Hacd3,,8,8,4,4,16.81110001,17.87190056,17.37579918,17.49550056,18.7343998,18.1378994,18.67980003,18.65299988
,0.3385426534,-0.5306997299,Q8K2D3,Q8K2D3,Enhancer of mRNA-decapping protein 3,Edc3,,5,8,4,4,14.13730049,12.7421999,14.35330009,14.69460011,13.20689964,14.19579983,15.14680004,15.5007
+,2.164374213,-1.392300129,Q8K2F8,Q8K2F8,Protein LSM14 homolog A,Lsm14a,,8,8,4,4,16.20870018,17.4734993,16.60820007,17.52199936,18.19339943,18.12199974,18.6291008,18.43709946
,0,NaN,Q8K2H2,Q8K2H2,OTU domain-containing protein 6B,Otud6b,,3,4,4,0,11.66950035,13.11240005,14.67809963,12.03800011,NaN,NaN,NaN,NaN
+,2.591090592,2.255250216,Q8K2H4,Q8K2H4,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",Acap1,,18,8,4,4,16.27960014,17.30520058,16.8362999,17.5109005,14.50150013,13.9119997,15.65320015,14.84430027
+,4.345136301,-1.999699831,Q8K2M0,Q8K2M0,"39S ribosomal protein L38, mitochondrial",Mrpl38,,4,8,4,4,14.09689999,14.04740047,14.54290009,14.83170033,16.36569977,16.32320023,16.33460045,16.49419975
,0,5.262625217,Q8K2Q9,Q8K2Q9,Shootin-1,Kiaa1598,,1,5,4,1,18.24449921,19.47240067,17.6487999,17.95919991,13.0685997,NaN,NaN,NaN
+,2.57820701,-1.890375137,Q8K2R5,Q8K2R5,Zinc finger protein 668,Znf668,,8,8,4,4,12.71469975,14.43589973,13.95079994,13.72990036,15.89680004,15.28100014,15.58069992,15.63430023
,0,NaN,Q8K2T1,Q8K2T1,NmrA-like family domain-containing protein 1,Nmral1,,2,4,4,0,13.83059978,15.19079971,13.72029972,15.34030056,NaN,NaN,NaN,NaN
+,4.327601466,-1.728149891,Q8K2T8,Q8K2T8,RNA polymerase II-associated factor 1 homolog,Paf1,,12,8,4,4,14.34360027,14.24429989,13.67350006,13.85080051,15.71959972,15.72710037,15.90170002,15.67640018
,0.1616544334,0.3907499313,Q8K2V6,Q8K2V6,Importin-11,Ipo11,,4,8,4,4,11.25390053,12.44630051,13.92479992,11.69919968,10.72179985,14.00570011,11.22430038,11.80940056
,0,0.3459999561,Q8K2X3,Q8K2X3,CST complex subunit STN1,Obfc1,,5,5,4,1,13.61320019,12.49849987,13.82859993,12.48009968,12.75909996,NaN,NaN,NaN
,0.346134906,0.2749502659,Q8K2Y9,Q8K2Y9,Cerebral cavernous malformations protein 2 homolog,Ccm2,,1,6,4,2,11.06430054,11.57699966,11.10589981,11.98560047,NaN,11.09039974,NaN,11.22609997
,0.2195632479,-0.19399182,Q8K2Z4,Q8K2Z4,Condensin complex subunit 1,Ncapd2,,20,7,4,3,14.48200035,13.85599995,14.59310055,14.52280045,15.23420048,NaN,14.13940048,14.29880047
+,2.939038218,-1.828999996,Q8K301,Q8K301,Probable ATP-dependent RNA helicase DDX52,Ddx52,,21,8,4,4,16.80200005,17.44120026,16.10020065,17.2784996,18.65570068,18.51609993,18.81360054,18.95249939
,0.3764256844,-0.2479748726,Q8K310,Q8K310,Matrin-3,Matr3,,34,8,4,4,20.16360092,21.2602005,20.67720032,21.3864994,21.05780029,21.0135994,21.17320061,21.23480034
,0,3.283149481,Q8K327,Q8K327,Chromosome alignment-maintaining phosphoprotein 1,Champ1,,8,5,4,1,13.92819977,14.74349976,13.9751997,15.40530014,11.22990036,NaN,NaN,NaN
,0,NaN,Q8K337,Q8K337,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",Inpp5b,,2,4,4,0,9.009900093,10.8135004,10.32069969,9.881890297,NaN,NaN,NaN,NaN
+,0.7003050101,-2.079624891,Q8K339,Q8K339,DNA/RNA-binding protein KIN17,Kin,,7,8,4,4,9.585000038,14.85960007,13.49610043,14.52439976,16.5007,15.4059,12.95059967,15.92640018
,0.2621386335,0.3211668332,Q8K352,Q8K352,SAM and SH3 domain-containing protein 3,Sash3,,2,5,3,2,12.25730038,NaN,12.71619987,13.46150017,12.6789999,NaN,NaN,12.30200005
+,6.452635907,-3.763000488,Q8K363,Q8K363,ATP-dependent RNA helicase DDX18,Ddx18,,28,8,4,4,17.77120018,18.19059944,17.8817997,18.33349991,21.82110023,21.56830025,21.98649979,21.85320091
,0.8790382294,-0.9604001045,Q8K370,Q8K370,Acyl-CoA dehydrogenase family member 10,Acad10,,9,8,4,4,14.44569969,14.02750015,12.73190022,14.00269985,15.36359978,13.58810043,15.26300049,14.83469963
+,2.066779672,-4.468665361,Q8K389,Q8K389,CDK5 regulatory subunit-associated protein 2,Cdk5rap2,,8,8,4,4,7.861100197,8.967329979,7.392109871,12.44919968,13.20569992,14.25800037,13.59310055,13.48760033
,0.1603766423,-0.4699169795,Q8K394,Q8K394,Inactive phospholipase C-like protein 2,Plcl2,,4,5,3,2,12.69219971,NaN,13.65789986,10.98890018,NaN,NaN,13.41520023,12.41730022
+,2.200998559,-2.361725092,Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme,Mepce,,11,8,4,4,11.32520008,13.36380005,13.56270027,13.40149975,15.25860023,15.85550022,15.19719982,14.78880024
,0.1798460891,-0.197524786,Q8K3B1,Q8K3B1,F-box/SPRY domain-containing protein 1,Fbxo45,,4,8,4,4,13.87260056,15.38240051,14.77670002,15.37989998,14.40950012,15.38940048,15.43089962,14.97189999
+,3.28883584,2.95449996,Q8K3G5,Q8K3G5,Inactive serine/threonine-protein kinase VRK3,Vrk3,,9,8,4,4,15.49900055,17.5067997,16.56809998,16.90169907,13.62689972,13.69099998,13.37860012,13.96109962
,0,-1.916892687,Q8K3H5,Q8K3H5,Myosin-IIIa,Myo3a,,3,4,1,3,8.063930511,NaN,NaN,NaN,9.507080078,10.34889984,NaN,10.08648968
,1.984989928,0.9686748981,Q8K3W0,Q8K3W0,BRCA1-A complex subunit BRE,Bre,,3,6,4,2,14.26850033,13.67399979,14.18300056,14.18959999,13.20460033,NaN,13.0156002,NaN
,1.510431556,-0.9884750843,Q8K3W3,Q8K3W3,Protein CASC3,Casc3,,14,8,4,4,15.28240013,16.6215992,15.95880032,16.58379936,17.21319962,16.86730003,16.82850075,17.49149895
+,2.667733831,-3.700375319,Q8K3Z9,Q8K3Z9,Nuclear envelope pore membrane protein POM 121,Pom121,,17,8,4,4,11.53660011,14.32110023,12.10780048,13.60229969,17.30990028,15.75990009,16.54680061,16.75270081
,0.97816566,0.5838246346,Q8K411,Q8K411,"Presequence protease, mitochondrial",Pitrm1,,6,8,4,4,12.95559978,12.94390011,13.7098999,12.86349964,13.00590038,12.13630009,12.13059998,12.86480045
,0,NaN,Q8K442,Q8K442,ATP-binding cassette sub-family A member 8-A,Abca8a,,1,4,0,4,NaN,NaN,NaN,NaN,11.44309998,11.20699978,12.32600021,12.04959965
,1.638250793,0.8690497875,Q8K4B0,Q8K4B0,Metastasis-associated protein MTA1,Mta1,,8,8,4,4,14.67339993,15.72739983,15.08450031,15.56070042,13.9800005,14.34010029,14.72580051,14.52390003
+,3.195092609,-2.021075249,Q8K4F6,Q8K4F6,Probable 28S rRNA (cytosine-C(5))-methyltransferase,Nsun5,,23,8,4,4,16.77079964,16.41919899,17.84670067,17.05920029,19.0625,18.84930038,19.09950066,19.16889954
,1.272175623,0.7192502022,Q8K4G5,Q8K4G5,Actin-binding LIM protein 1,Ablim1,,19,8,4,4,19.93549919,21.23410034,20.28140068,20.79120064,19.71640015,19.86070061,19.69099998,20.0970993
,0.4183345245,0.7949998379,Q8K4I3,Q8K4I3,Rho guanine nucleotide exchange factor 6,Arhgef6,,8,8,4,4,14.30949974,15.22939968,14.60900021,14.82999992,16.27770042,13.12829971,13.84080029,12.55109978
+,2.922599232,-4.132374525,Q8K4L0,Q8K4L0,ATP-dependent RNA helicase DDX54,Ddx54,,24,8,4,4,14.29810047,14.02190018,12.89599991,16.24139977,18.4314003,18.05719948,18.91259956,18.58569908
,0.435077741,0.2690243721,Q8K4L3,Q8K4L3,Supervillin,Svil,,93,8,4,4,21.82180023,22.98329926,22.24069977,22.64749908,21.9477005,22.00300026,22.2215004,22.44499969
+,2.770234734,-1.572999954,Q8K4P0,Q8K4P0,pre-mRNA 3 end processing protein WDR33,Wdr33,,36,8,4,4,17.2397995,18.15019989,18.13509941,18.35840034,19.69149971,19.09420013,19.77499962,19.6147995
,0.7280208424,0.5768499374,Q8K4Q0,Q8K4Q0,Regulatory-associated protein of mTOR,Rptor,,4,6,4,2,12.17870045,11.96390057,12.43959999,11.41559982,NaN,NaN,11.68150043,11.1637001
+,3.482662934,-1.253425121,Q8K4Q6,Q8K4Q6,Endonuclease 8-like 1,Neil1,,16,8,4,4,15.11170006,15.70079994,15.64319992,15.45170021,16.8757,16.54920006,16.54269981,16.95350075
+,5.29211085,-5.226559877,Q8K4R9,Q8K4R9,Disks large-associated protein 5,Dlgap5,,8,6,2,4,10.51469994,NaN,NaN,10.39008045,15.8743,15.47729969,15.52690029,15.8373003
,1.511266603,-0.7342748642,Q8K4Z5,Q8K4Z5,Splicing factor 3A subunit 1,Sf3a1,,18,8,4,4,16.55279922,17.70680046,17.27890015,17.4598999,17.98279953,17.79909897,18.19750023,17.95610046
,0.1502616127,0.2155003548,Q8N7N5,Q8N7N5,DDB1- and CUL4-associated factor 8,Dcaf8,,5,8,4,4,13.89400005,12.34700012,14.71870041,14.48600006,13.71819973,13.76410007,13.28489971,13.81649971
,0.8359000106,-0.8010258675,Q8QZT1,Q8QZT1,"Acetyl-CoA acetyltransferase, mitochondrial",Acat1,,11,8,4,4,17.47220039,17.73399925,16.74749947,18.9904995,18.74830055,18.24300003,18.6291008,18.5279007
,0.03400143804,0.0656747818,Q8QZV7,Q8QZV7,Protein asunder homolog,Asun,,3,8,4,4,10.13140011,13.03719997,12.31040001,12.60239983,11.99690056,11.50090027,12.08850002,12.23239994
,0.2924400102,0.6127168338,Q8QZX2,Q8QZX2,HAUS augmin-like complex subunit 3,Haus3,,4,5,3,2,11.50990009,11.55519962,13.40970039,NaN,11.74639988,11.34469986,NaN,NaN
,0.765601526,-0.4232997894,Q8QZX5,Q8QZX5,U7 snRNA-associated Sm-like protein LSm10,Lsm10,,4,8,4,4,15.91279984,15.95009995,15.49410057,16.77490044,16.52700043,16.37619972,16.55739975,16.36450005
,1.225582222,-0.8429994583,Q8QZY1,Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,Eif3l,,17,8,4,4,17.60790062,19.06080055,18.69759941,19.05739975,19.62559891,19.31019974,19.18639946,19.67350006
+,2.535617455,-1.875100136,Q8R003,Q8R003,Muscleblind-like protein 3,Mbnl3,,6,8,4,4,16.54769897,17.63249969,16.18219948,17.4993,18.88439941,18.6446991,19.26259995,18.57040024
+,1.844578112,1.884949923,Q8R010,Q8R010,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Aimp2,,5,8,4,4,15.53030014,16.47249985,15.97369957,17.06410027,14.15299988,14.09619999,15.65190029,13.59969997
,0.2441258133,1.053186655,Q8R016,Q8R016,Bleomycin hydrolase,Blmh,,7,7,3,4,8.567239761,NaN,14.01060009,13.26179981,11.79469967,9.630439758,9.360699654,12.78760052
,0.02564083501,0.03382492065,Q8R035,Q8R035,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",Ict1,,2,8,4,4,13.0763998,14.53460026,14.02130032,14.53359985,14.58530045,14.13539982,13.19330025,14.11660004
,0.008719578796,0.01287555695,Q8R050;Q149F3,Q8R050,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,Gspt1,,20,8,4,4,17.66320038,19.97270012,18.97570038,18.50219917,18.76779938,18.69809914,19.0788002,18.51759911
+,2.637865355,-2.340775013,Q8R080,Q8R080,G2 and S phase-expressed protein 1,Gtse1,,14,8,4,4,14.01900005,15.98670006,15.06949997,15.3434,17.6317997,17.33410072,17.9076004,16.90819931
,1.833241619,-0.6457004547,Q8R081,Q8R081,Heterogeneous nuclear ribonucleoprotein L,Hnrnpl,,27,8,4,4,22.06839943,22.62120056,22.52729988,22.86739922,23.15970039,22.96960068,23.41160011,23.12619972
,0.3304227035,0.528850317,Q8R0A0,Q8R0A0,General transcription factor IIF subunit 2,Gtf2f2,,8,8,4,4,13.0788002,15.23840046,14.50810051,15.58790016,14.66930008,13.50619984,13.28919983,14.83310032
+,3.21467803,-1.607249498,Q8R0F5,Q8R0F5,"RNA-binding motif protein, X-linked 2",Rbmx2,,10,8,4,4,15.68459988,16.58040047,16.11849976,16.24600029,17.99009895,17.6208992,18.06850052,17.37899971
,0.3761067389,-0.4599249363,Q8R0G9,Q8R0G9,Nuclear pore complex protein Nup133,Nup133,,25,8,4,4,13.75990009,15.10470009,14.22459984,15.87720013,15.30389977,15.42739964,14.47609997,15.59870052
+,2.983967526,-4.308182875,Q8R0K4,Q8R0K4,Coiled-coil domain-containing protein 137,Ccdc137,,12,7,3,4,12.7531004,15.3519001,14.1559,NaN,18.31909943,18.28750038,18.55179977,18.42219925
+,4.111084979,-1.655975342,Q8R0X7,Q8R0X7,Sphingosine-1-phosphate lyase 1,Sgpl1,,14,8,4,4,16.93619919,16.94580078,16.65430069,17.22539902,18.91090012,18.27700043,18.58510017,18.61260033
+,1.161667713,-2.13156716,Q8R105,Q8R105,Vacuolar protein sorting-associated protein 37C,Vps37c,,3,5,2,3,13.9854002,NaN,12.76799965,NaN,NaN,16.11560059,15.84500027,14.5642004
,0,-4.973700285,Q8R123,Q8R123,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,Flad1,,3,5,1,4,9.964699745,NaN,NaN,NaN,15.07359982,14.00250053,14.7414999,15.93599987
+,2.459094806,-3.00047493,Q8R149,Q8R149,BUD13 homolog,Bud13,,15,8,4,4,12.42420006,12.3526001,13.18029976,13.24680042,15.01410007,14.57209969,17.06360054,16.55599976
+,2.360894678,-1.570825338,Q8R151,Q8R151,NFX1-type zinc finger-containing protein 1,Znfx1,,28,8,4,4,13.20899963,14.72109985,13.6498003,14.39920044,15.7741003,15.41530037,15.49260044,15.58040047
,0.6895998189,0.3396000862,Q8R179,Q8R179,Kelch repeat and BTB domain-containing protein 4,Kbtbd4,,16,8,4,4,18.86870003,19.50370026,19.85519981,19.37520027,18.91180038,18.9965992,19.42539978,18.91060066
,0,NaN,Q8R180,Q8R180,ERO1-like protein alpha,Ero1l,,4,4,4,0,13.45110035,12.94999981,13.15999985,14.53340054,NaN,NaN,NaN,NaN
+,2.492331785,-1.224424839,Q8R1B4,Q8R1B4,Eukaryotic translation initiation factor 3 subunit C,Eif3c,,22,8,4,4,17.79940033,18.67199898,17.78100014,18.59530067,19.29719925,19.27750015,19.58670044,19.58399963
,0.3558591972,1.61177516,Q8R1G1,Q8R1G1,Threonine aspartase 1;Threonine aspartase subunit alpha;Threonine aspartase subunit beta,Tasp1,,6,6,2,4,18.48270035,NaN,12.78030014,NaN,12.85560036,13.64169979,14.75030041,14.83129978
,0.4689692161,0.5109753609,Q8R1G6,Q8R1G6,PDZ and LIM domain protein 2,Pdlim2,,7,8,4,4,16.11490059,17.44409943,16.52190018,17.29540062,16.08989906,15.46039963,16.52350044,17.25860023
+,1.445594948,-1.41712451,Q8R1J3,Q8R1J3,Zinc finger CCHC domain-containing protein 9,Zcchc9,,8,8,4,4,14.16240025,15.81150055,15.91289997,15.64400005,16.04380035,16.92140007,16.61229897,17.62179947
+,2.533715478,1.08575058,Q8R1M0,Q8R1M0,Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,Hmces,,7,8,4,4,16.7947998,17.20499992,17.53660011,17.27420044,16.01029968,16.05859947,15.81439972,16.58429909
+,2.779240887,2.169625123,Q8R1Q8,Q8R1Q8,Cytoplasmic dynein 1 light intermediate chain 1,Dync1li1,,3,7,4,3,13.44999981,13.76780033,14.27799988,14.22270012,NaN,11.63459969,11.28299999,12.36240005
,0,NaN,Q8R1S4,Q8R1S4,Metastasis suppressor protein 1,Mtss1,,3,4,4,0,11.90079975,10.53412056,11.80370045,11.44149971,NaN,NaN,NaN,NaN
